Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,Grades,Stress_Level
5.060761077404917,1.5544291919463118,6.2,5.051902693512295,6.1329070371364764,7.554937619507827,1
5.186117282735059,2.341648151794823,8.730586413675296,5.230586413675295,2.511061738119528,6.5477654345298815,1
5.164087474480321,0.27182505103935706,9.128174948960643,0.8436501020787142,8.592262423440964,6.7806560586024105,1
5.036376016879829,1.8,9.254564025319743,3.4,4.509059957800427,6.8318460379796155,1
5.269133456664773,0.5691334566647727,7.6456672833238635,5.496299815002841,5.01976598834375,6.945433271667614,1
5.2,0.1896788409906012,9.169036522971803,0.7103211590093987,8.730963477028196,7.008715363962405,1
5.352603835973713,3.4104153438948512,6.568226851815989,2.516150132341734,6.1526038359737125,6.2212523809892675,1
5.833511547704206,3.2659538091831783,7.666755773852103,1.2997326784436918,5.934046190816822,7.872923440280327,1
5.1,2.765536025759674,7.255087884081466,3.3827680128798367,5.496608077279022,6.313758352344603,1
5.357686705642601,1.6807710981191328,7.642313294357399,2.7153734112852024,6.603855490595665,6.451913179968595,1
5.675478830240113,3.4040868616266478,9.604086861626648,2.6245211697598876,2.6918262767467045,7.785670362336158,1
5.666212987385567,2.647958443235052,9.750680518921648,4.101361037843299,1.8337870126144329,7.138174545584949,1
5.788563864387217,2.1442819321936084,9.677127728774433,5.6,0.7900264746447421,7.682992057606577,1
5.846896854716976,0.47080419371069876,9.153103145283024,3.570804193710699,4.958391612578602,7.42124125811321,1
5.4,0.5266107601271167,6.1,2.982259493248589,8.991129746624294,7.2241174037330556,1
5.08793641288994,0.14825434844024032,7.260317935550301,4.80349130311952,6.7,7.389809837463198,1
5.353922123196727,2.169610615983637,6.2,2.5303893840163627,7.746077876803272,6.894212747057344,1
5.261900115521738,1.1031668592028963,7.093666281594207,1.4206333718405793,9.12063337184058,7.067619976895652,1
5.127146027790385,1.8271460277903848,7.7271460277903845,0.3635730138951925,8.954988902733653,6.548862850022693,1
5.699316545829029,2.8,8.597266183316114,2.051025181256457,4.8523920895984,7.1409568358393605,1
5.554802585685318,2.561921034274127,9.9,0.9451974143146826,5.038078965725873,6.566723619959444,1
5.8,3.5842751440635605,8.42358728390466,1.4724815021112307,4.71965606992055,7.2768550288127125,1
5.479941039890904,0.9598820797818085,8.660176880327286,5.079941039890904,3.8200589601090957,7.496224048414564,1
5.451160155796363,3.4116298831527274,6.3,4.439530272643635,4.3976796884072735,7.093953027264363,1
5.232703612779549,0.11635180638977438,9.13270361277955,2.1182409680511283,7.4,6.934214942108632,1
5.8126421375893225,0.12528427517864457,8.762073587232035,2.7367893120533884,6.563210687946611,7.060682260428747,1
5.607912759946818,2.9079127599468184,7.484174480106363,5.34461068037227,2.655389319627731,7.418348960212725,1
5.5755688160580545,0.6877844080290272,9.775568816058055,4.21832338795646,3.7427545718984048,6.9025988451463,1
5.610751059258882,2.4938143537030424,7.6169367055558395,1.4,6.878497881482237,7.655994094259136,1
5.080620127979306,0.9031006398965307,7.3775194880827755,3.8581396160620813,6.780620127979306,8.018604537513085,1
5.300696123846537,2.5006961238465366,8.499303876153462,2.4244779071150977,5.274825969038366,7.833712170883907,1
5.3,0.18154789806436228,8.610712611613826,2.773808407742551,7.13393108257926,6.562916471354947,1
5.383739729334684,3.3418698646673417,7.832520541330632,0.8046746616683551,6.637195202998987,7.584186986466734,1
5.688858369162586,0.1,8.61476394860431,3.0963776822331055,6.5,6.933315021497552,1
5.1,2.696904597038204,7.563929313328081,3.348452298519102,5.290713791114612,6.440726495479322,1
5.614523568540911,3.1709528629181776,8.814523568540912,1.5290471370818224,4.870952862918178,6.907261784270456,1
5.189325908129068,3.9,9.4,5.036891363956977,0.4737827279139545,7.607771590107557,1
5.577520829679889,1.3299722270934817,7.79250694322663,2.5537465283866854,6.746253471613315,6.456382984710624,1
5.5,3.3757587185598728,9.574747093813375,3.549494187626751,2.0,6.771412503397515,1
5.803668320289059,2.9706534376875218,9.9,5.022009921734359,0.30366832028905977,7.337607937387487,1
5.449512611131196,0.7009747777376083,6.452436944344021,0.9747563055655979,10.422319361221577,7.291939502800875,1
5.171334958588456,0.18599512423463427,8.928665041411545,0.8859951242346343,8.82800975153073,6.549672355059593,1
5.55808273507488,0.2895206837687199,9.46856205130616,1.0580827350748798,7.625751794775361,6.69191726492512,1
5.544161278942167,1.3906580463074671,6.858174209480967,0.5581742094809663,9.648832255788433,7.20789806041918,1
5.340365954420405,3.687154605893874,6.293577302946937,2.9256907882122523,5.7532113485265315,7.0,1
5.689282798866023,2.6750204079378435,6.65713119546409,4.253586005669888,4.724979592062157,7.236067638525829,1
5.444741236682345,0.8342237100470364,8.434223710047037,5.210517526635309,4.076293816588272,7.121602678084665,1
5.546738273354498,1.6597851799365069,7.51304690658201,1.827167913481484,7.453261726645502,7.3302227052021145,1
5.445482302180838,2.224247050363473,7.1,5.324247050363473,3.906023597092216,7.177258848909581,1
5.4538486461898765,2.3076972923797525,9.638454061430371,3.2076972923797524,3.3923027076202477,6.960766489191136,1
5.9,3.0868147510686135,8.098172669516302,3.4131852489313865,3.501827330483698,7.695456832620924,1
5.008028479111091,1.589964401111137,6.210035598888863,4.895985760444455,6.295985760444455,7.509562977155582,1
5.067792083441682,0.8389604172084109,7.428831666233271,3.896623749674953,6.767792083441682,7.964726750455065,1
5.1634344020989635,3.130841594402764,9.9,0.8634344020989635,4.942289601399309,6.5471379982508635,1
5.5,1.4035015886932514,8.6,4.830998940871166,3.665499470435583,6.86854782878589,1
5.07185727909155,0.8,9.7520951472723,3.7239524263638506,4.652095147272299,6.8158097054554005,1
5.354736359630053,3.5,6.932841815778032,3.2124218245919156,5.0,7.037515635081617,1
5.459359245355405,0.8780777360662146,8.478077736066215,5.18128150928919,4.0032037732229755,7.200539924919187,1
5.764179536171103,3.339551159572245,7.360448840427756,1.2,6.335820463828898,7.638507721702661,1
5.815668495442935,3.6,8.3,5.236751371582201,1.047580132974863,7.410426508740422,1
5.6,0.4501557801070943,8.499688439785812,5.150155780107094,4.3,7.0852025141392225,1
5.1260760864262265,0.1869202880874237,7.1565398559562885,4.8826159423825155,6.647847827147546,7.319577899169402,1
5.3,3.031446729090726,7.838868037454436,0.5925786916362904,7.237106541818548,7.440352299127178,1
5.558684111802088,0.7065794409895605,8.482631776395824,5.158684111802088,4.09342055901044,7.261552898134362,1
5.203648420652536,3.721807631929031,9.374543947418433,5.1254560525815664,0.574543947418433,7.437271973709216,1
5.113668090754064,1.8,9.370502136131096,3.4,4.31582977311484,7.005753204196644,1
5.5,3.6,8.997935757763548,4.476548181677338,1.4255160605591126,6.233959317935342,1
5.8716224094201275,1.6,9.728377590579871,0.9986431340591071,5.8013568659408925,6.971221179346804,1
5.491075311080409,1.609534162881092,9.054157607479045,1.4636917703601364,6.381541148199318,7.132860248864327,1
5.3,0.16459172413316014,8.71244965520104,2.84163310346736,6.981325517198441,6.574785793106788,1
5.371233491400673,3.5575330171986526,6.7287665085993265,1.0141556609337825,7.328311321867565,8.171461084766554,1
5.506829017769354,2.2356096725897845,9.621951637051078,3.2424386903591387,3.393170982230646,7.101902246956504,1
5.301348475120702,3.701348475120702,6.795954574637894,0.6,7.601348475120702,6.962136276086318,1
5.4423099277427545,2.6423099277427546,8.357690072257245,2.318267554192934,5.239422518064312,7.571726633675904,1
5.228831962479202,3.9,9.4,5.023722679173599,0.4474453583471989,7.640693302066001,1
5.479643505475919,3.5,6.720356494524081,4.018574021903676,4.2814259780963235,7.271500907666287,1
5.084714086081567,2.3388563443262673,7.015285913918433,1.723570430407834,7.837573225265899,7.038856344326267,1
5.37540422716155,0.8245957728384509,6.12459577283845,2.8245957728384505,8.850808454323099,6.711489432096127,1
5.548204411977867,3.8357274506961776,6.528545098607645,2.5,5.587523038718311,7.02892264718672,1
5.9,0.41194021443078344,8.388059785569217,2.337313404810261,6.962686595189739,7.312089678353825,1
5.45701903373877,0.7144714493918459,8.757452415653077,5.0570190337387695,4.014038067477538,7.614688140348999,1
5.217337359529475,0.6040241571768529,6.052012078588427,2.2439637642347208,9.882662640470524,6.747739775247161,1
5.489676542462642,3.5,6.6587061698505705,4.048382712313212,4.303234575373575,7.281417776432757,1
5.124070123698492,3.2518597526030146,9.04011687283082,0.5759298763015073,6.008023374566164,6.422210371095478,1
5.9,2.8852931662578474,8.50490227791405,3.7196091116562036,2.9901954441718983,7.5308330637730565,1
5.546238096193797,0.1820793653979323,8.087277778892762,2.4768809519031016,7.7075238076124055,8.346716664325196,1
5.503524276618279,2.3929514467634423,7.3,5.596475723381721,3.207048553236558,6.913480088256184,1
5.5,2.2439805489159736,7.7,1.4112038902168051,7.144815560867221,7.62,1
5.640857760381703,1.4795711198091483,7.0,0.33978555990457415,9.539785559904574,6.363228015656467,1
5.896947043327537,2.224423653379705,9.9,5.581682259965221,0.39694704332753694,7.785345807972177,1
5.526898574821204,3.4672464370530096,8.753797149642407,1.2731014251787962,4.978956413304582,6.872863788598023,1
5.09146396452536,2.128049550335504,6.9719504496644955,1.281707207094928,8.526828828379712,6.73292702722913,1
5.077370848113482,0.1,9.248419434591012,3.84209717295506,5.732112544340446,6.2934772438997735,1
5.731644965043974,3.114556206304967,9.017088758739007,0.9196213111730461,5.217088758739007,7.268355034956026,1
5.066271356015114,1.966864321992443,7.331949746052898,1.001778897931988,8.633135678007557,6.693372864398489,1
5.121187203261724,2.5858751978255174,8.0,3.2435007913020684,5.0494368076106895,6.641187203261724,1
5.188647421397214,3.9,9.465942264191643,0.8010866037125368,4.644323710698607,6.520434641485014,1
5.72864507578796,2.3428387310530097,7.185677462106019,5.48567746210602,3.25716126894699,6.937148380684097,1
5.255995818732057,1.2160062719019147,8.011991637464114,5.588008362535886,3.927997909366028,7.762387874322965,1
5.761695759915162,0.3230507066808063,8.384746466595969,2.230847879957581,7.299659186850482,7.69898171346766,1
5.625182500576991,2.3251825005769904,9.274817499423008,0.356113124567257,6.418704374855753,6.589069376009733,1
5.394207541842547,1.4647358472808487,6.267632076359575,3.8086886872361805,7.064735847280849,7.686712267258515,1
5.127630931584925,0.8978055070314918,6.472369068415075,3.2872817806917918,8.214912712276718,7.275306737020134,1
5.447716886394663,3.1477168863946634,6.147716886394663,5.055327265079119,4.201522075736891,6.906803640952529,1
5.9,2.196963892966032,6.245445839449048,1.6030361070339678,8.054554160550952,7.560621586315865,1
5.18851631752608,2.5033531422652833,8.634451047421761,2.3966468577347166,5.2770326350521595,7.966026692372574,1
5.255751983023346,2.3610620042441632,7.272565970290858,1.6442480169766531,7.466372025464979,7.302477577930351,1
5.615452221296103,2.228863055324026,7.2422738893519485,5.186589165972077,3.7268216680558464,7.234547778703898,1
5.225628533573216,2.5162476442845225,8.0,2.9649905771380896,5.293133245004172,6.745628533573217,1
5.353691185417739,2.7926176291645217,9.422818642362898,0.3463088145822607,6.084563728472579,7.111073556253218,1
5.9,3.055657969443555,8.015087918516146,3.444342030556445,3.584912081483854,7.716228020370964,1
5.7065178865103166,3.6065178865103174,6.833705283724207,2.2467410567448414,5.606517886510317,6.782589432551585,1
5.684452938953272,2.2,9.610364707364486,2.3414588294579413,4.163723524224301,7.427715879166357,1
5.4,2.3970561496254716,9.5,0.4009812834581762,6.301962566916353,7.25,1
5.586558532306102,1.5462341292244104,8.213441467693897,4.259675596918307,4.394090273857282,7.22892242276319,1
5.187325005905446,1.425349988189107,9.76197501771634,3.0253499881891073,4.6,6.253588734350567,1
5.3,0.19899602323899454,8.506023860566033,2.704015907044022,7.290964209150951,6.550702783732704,1
5.561176922487362,3.5355292310050555,6.706587693015166,1.7388230775126385,6.457883075979779,5.9831532303919115,1
5.3,3.4950627770726825,9.8,1.1908618904400983,4.214075332487218,6.32,1
5.721751541665365,0.1254640654763764,9.42360780357087,0.17824845833463468,8.550928130952753,6.997824845833463,1
5.531849727777607,1.3273989111104283,8.268150272222393,4.095549183332821,4.777051905556751,7.021028965554907,1
5.776022785988968,1.6,9.8,1.5959088560441255,5.228068357966906,6.587136199230887,1
5.2,2.083052881574509,9.257383244364707,3.238255496243138,4.221308377817647,6.827987641359217,1
5.658527143434952,1.7585271434349525,7.8,3.2113695245799367,5.571576188550158,7.392674429091457,1
5.858815908585274,1.3588159085852731,9.582368182829454,2.511711360096912,4.688288639903088,6.9270915930833254,1
5.265113173345701,3.5697736533085993,8.139547306617198,4.1651131733457,2.860452693382802,7.0195473066171985,1
5.4070470855752175,1.9718116576991305,8.97181165769913,4.235235427876087,3.4140941711504347,7.08335515500887,1
5.815309703893865,2.483061940778773,6.615309703893865,1.469380592212271,7.616938059221227,6.733061940778773,1
5.889508073199954,3.3720215285332102,9.103497308933349,3.0174865446667436,2.6174865446667437,6.703497308933349,1
5.3627108329543365,2.424859444697109,8.0,2.599437778788436,5.612991943560119,6.882710832954337,1
5.3153060198370845,3.3807397574389064,8.738520485122187,1.411607232642551,5.15382650495927,7.4019771113620045,1
5.769170228410519,3.9,7.243161680225274,3.0184978629536885,4.069170228410519,7.073834045682104,1
5.563753386766868,0.5731368536840379,9.8,4.236246613233132,3.8268631463159624,6.9234959358797585,1
5.4,0.5199488802100333,6.1,2.9867007465266444,8.993350373263322,7.238107351558931,1
5.296448259716024,1.3776638052129824,6.2,5.641120649290059,5.484767285780935,7.690457749336714,1
5.8574473113179915,1.1446838679079472,8.49786882077406,0.6553161320920529,7.844683867907947,7.484257632062759,1
5.5316342446483455,0.5209143883791361,9.768365755351654,3.279085611620864,4.9,7.9683657553516545,1
5.1720455246747425,1.5698861883131447,6.841931712987886,1.8161365740242261,8.6,6.054829282469718,1
5.497633655929945,0.32047326881401095,9.397633655929946,1.1,7.684259419326099,6.578343559150962,1
5.5596745359904505,3.8798372679952253,6.5,0.7596745359904511,7.300813660023873,7.410895026026259,1
5.516365594286571,1.7509032171402887,7.634537622853719,1.6145591600059932,7.483634405713429,7.518533315423263,1
5.5,1.4835734202069006,7.350720260620703,3.9328531595861986,5.732853159586199,7.064149628703462,1
5.737085055953724,3.407287360115691,7.292712639884309,1.2,6.362914944046277,7.622251033572234,1
5.56607888827848,2.73436194551266,6.06696055586076,3.06696055586076,6.56563805448734,6.36718097275633,1
5.46153271238456,3.124628032753969,8.4,4.309226169907648,2.7046130849538237,7.316614579733838,1
5.484701709525899,2.6717660968247006,6.215298290474101,0.49235085476294926,9.13588304841235,6.912463077146617,1
5.626320324487865,0.1982395673495133,6.463160162243932,4.175440108162622,7.536839837756068,7.46227994591869,1
5.860755489257737,3.474711575195845,9.721510978515473,1.1645329355464187,3.778489021484527,6.6387197613278515,1
5.589959663682946,2.6366801121056844,6.110040336317054,0.5449798318414731,9.118340056052842,7.101927394629303,1
5.843913490857022,1.6804325457148908,7.919567454285109,0.34391349085702183,8.212173018285956,7.158395464970303,1
5.5,0.40155554353992606,8.036138899402564,3.6,6.462305557057509,6.669222228230037,1
5.529856171464315,1.8089477642365672,7.0537320214330395,1.8537320214330393,7.75373202143304,7.196717638579471,1
5.479448850334343,1.9,7.939724425167172,0.2602755748328284,8.420551149665657,7.238897700668686,1
5.424282814052876,1.6009562479294996,7.575717185947124,0.3252390619823749,9.073804690088124,6.5603824991718,1
5.749183882972257,0.35081611702774373,8.350272039009248,4.901632234055487,4.6480957269352645,7.174863980495377,1
5.516106347573409,2.5464425390293637,9.9,0.9838936524265914,5.053557460970636,6.512548886602771,1
5.629702201292198,0.5497872866372843,9.03012762801763,3.7401701706901727,5.050212713362716,7.09756606474006,1
5.838389122137321,2.830334732823927,9.923221755725358,2.0777196564894673,3.330334732823927,6.669100419847178,1
5.363065858334196,1.2717764305569943,6.756447138886012,1.4543552861113989,9.154355286111398,7.047386828333161,1
5.7,2.143883266578728,9.61870557780709,2.2625888443858186,4.2748223112283625,7.389206872126955,1
5.562423799591399,1.5624237995913992,7.4,3.4630334028602054,6.012118997956996,6.970182880980642,1
5.6532407837166545,3.058449020354182,7.381828628495855,4.641550979645818,3.264930587787491,7.030127333079578,1
5.67593284944539,3.060167876386525,7.257882486529432,4.712033575277305,3.2939832123613475,7.034958030903368,1
5.274458389385717,0.3861459734642911,9.051083221228566,0.47662483184285076,8.811687584078575,6.815456073434993,1
5.5,3.6,8.83207550827433,4.600943368794252,1.4669811229314171,6.451650895389941,1
5.730363963668307,3.8139272072663384,8.79749045086437,5.0,0.6582183782009838,7.424567063252284,1
5.8,1.4823899242918817,6.897012594635148,0.2794025189270296,9.54119496214594,6.44245279558808,1
5.0,3.3759854488142973,8.689963622035743,4.172043653557108,2.7620072755928513,6.940645836234963,1
5.686615563209472,2.093307781604736,9.473231126418943,5.6,1.1468455287668502,7.575946341369945,1
5.421221483389809,0.6787785166101915,8.310610741694905,5.289389258305095,4.3,6.908649002576241,1
5.184561115510188,2.0731583267347187,8.521140278877548,4.7,3.5211402788775468,6.6,1
5.3606699518931,2.0910049278396508,8.56966502405345,5.093827584187074,2.884832512026725,7.239717734365257,1
5.693516620338665,2.8376555864408903,9.76234441355911,0.9441389661022259,4.76234441355911,7.118827793220445,1
5.675755430092767,0.8745467419443398,9.04909348388868,1.0993956559257863,7.301208688148427,7.1603626064445285,1
5.323183887771803,0.8536322244563939,8.146367775543606,5.351210741485464,4.325605370742732,6.910726444891279,1
5.786587026105688,1.6301791912622015,9.793293513052845,1.4932935130528442,5.296646756526422,6.526706486947155,1
5.856988968487132,1.6150551575643417,7.984944842435658,0.3569889684871317,8.186022063025737,7.279997406930324,1
5.395016525703724,0.1475082628518619,8.981229342870344,3.0762458685740692,6.4,6.401461990881435,1
5.0739406179429505,3.987676563676175,8.4,5.012323436323825,1.5260593820570496,7.305455463457212,1
5.402624524614772,1.6657918251284092,7.597375475385228,2.8052490492295448,6.5289591256420465,6.5313033268194305,1
5.535748539065597,2.1893713476639936,6.164251460934403,1.0106286523360066,9.1,7.423188595700802,1
5.288936826304479,3.5221263473910414,8.044252694782083,4.188936826304479,2.9557473052179173,6.924252694782083,1
5.646064312479644,1.823226145867259,8.030709541653096,0.23070954165309637,8.269290458346903,7.510709541653097,1
5.112748866233198,0.4254977324663965,7.5254977324663965,4.02350680260081,6.912748866233199,7.44350680260081,1
5.8,0.6383723743362204,8.001356354719816,4.239728729056036,5.320542541887927,7.120542541887927,1
5.060811390266134,3.879729536577955,9.460811390266134,4.897295365779553,0.7013523171102232,7.525000714661565,1
5.755024771795368,3.5700165145302454,8.444975228204632,1.4700165145302453,4.75996697093951,7.215535506240028,1
5.445850279046528,0.7312245814302076,8.78537430238368,5.045850279046529,3.9917005580930565,7.650986593098783,1
5.411098972642773,2.1444505136786134,7.155549486321386,5.327774743160694,3.961126284196533,7.055576797875147,1
5.1,3.4679780780723553,9.704025575582252,0.9119853853815703,4.816010960963823,6.622397077076314,1
5.4,2.1229671304032323,9.5,0.4923442898655892,6.484688579731178,7.25,1
5.53060515555329,0.8163690666802601,8.6,5.1,3.9530257777664497,7.29757937778684,1
5.2,0.15427244433475962,9.06281733300428,0.7457275556652404,8.837182666995721,6.8670897773390385,1
5.474820094109305,1.0,8.524460282327913,5.1503598117813905,3.8503598117813906,7.611367284769284,1
5.392582403897648,0.7345695993503919,9.8,4.02715200324804,4.045695993503919,6.824688641039373,1
5.554479315040427,1.409201141599287,7.454479315040428,3.9726390867205703,5.6092011415992875,7.098208273983829,1
5.418309887733274,2.5366197754665487,9.609154943866637,1.2816901122667257,5.1542252806668145,6.75936625862654,1
5.383321641046776,1.2083041026169399,6.825052615289509,1.1499649231403277,9.433356717906447,7.078339179476612,1
5.659489149941816,0.6206811334109119,9.619829716647272,1.519829716647272,6.580170283352728,6.932068113341091,1
5.515197678542347,2.215197678542347,9.384802321457652,0.4386017410932398,6.446200580364414,6.396595937449106,1
5.331629996232911,2.2052716660388185,7.068370003767089,5.315814998116455,4.078913335844726,7.25,1
5.130670280623216,2.169329719376784,8.515335140311608,4.77667570155804,3.407989158130352,6.6950778699319695,1
5.31724596640336,1.7172459664033595,9.58275403359664,0.39311491600839865,6.989639117588242,7.3037901218378165,1
5.301177735776894,1.5552998109960194,9.8,4.743522453227087,2.6,7.0247055660557765,1
5.8,0.7668725412607886,7.894272882282676,4.261145423543465,5.27770915291307,7.07770915291307,1
5.794566944853748,3.2036220367641683,8.994566944853748,0.8090550919104202,5.198188981617916,7.1936614356627055,1
5.77442478178883,1.7744247817888303,8.02557521821117,4.212787609105585,4.212787609105585,7.079411500942845,1
5.313576343503278,1.6932118282483613,7.706788171751639,2.6271526870065554,6.6592709694901675,6.411093545764748,1
5.513026636717842,2.426053273435684,9.460920089846475,3.326053273435684,3.2739467265643163,6.895670699610374,1
5.251674588061554,3.1786603295507567,9.839330164775378,0.8910047528369324,4.839330164775379,6.766842046867709,1
5.7,0.13875030941135214,9.553499628706376,3.7,4.907750061882271,7.753499628706377,1
5.758552273137321,0.5414477268626797,8.67565681941196,3.7828954537253594,5.241447726862679,7.555592499548948,1
5.838984382834296,2.169492191417148,9.777968765668591,5.6,0.613554660079966,7.73593360197601,1
5.2847423279666375,0.6,7.488144180083407,3.3305153440667254,7.2965981478832305,6.826783439236699,1
5.342686018553143,3.3606715046382853,8.778656990723428,1.4179854860851433,5.1,7.125299467532001,1
5.3,1.6455215972185684,6.242413067130238,2.8848261342604773,7.927239201390716,7.252102214121405,1
5.273644423562472,2.0790667293125833,8.652711152875055,5.226355576437528,2.7682221178123614,7.0355109649373055,1
5.486873402953803,2.2,7.286873402953803,5.113126597046197,3.913126597046197,7.343436701476901,1
5.870227405162711,3.6,8.3,5.277670553872032,0.9521020409652566,7.455437609259237,1
5.680335748561653,3.4901678742808264,8.519664251438346,1.1196642514383472,5.190167874280826,6.9176259057106195,1
5.2,0.11132380458407554,8.933971413752227,0.7886761954159245,8.966028586247774,6.695295218336303,1
5.2954523596887,3.9,9.4,5.001515880103766,0.4030317602075331,7.696210299740584,1
5.4838898086445935,0.8838898086445934,7.535559234578374,3.5838898086445936,6.512771339487847,6.477996688879464,1
5.549865072481307,2.1,6.1875337318796735,1.1747976087219603,8.98780358691706,7.496125192045209,1
5.5,1.4079158117382626,7.123747435214788,4.084168376523474,5.8841683765234745,6.806913759910094,1
5.847958544824851,3.386989636206213,9.165051818968935,3.0780621827627233,2.5219378172372773,6.723418654828817,1
5.344348582862178,3.692464777149571,6.2962323885747855,2.9150704457008576,5.751883805712607,7.0,1
5.4591275435744935,1.3365101742979717,7.113892805021451,4.226979651404057,5.863489825702028,7.070953052289392,1
5.779800540774026,3.7201994592259737,7.879301892709091,1.260598377677922,5.360099729612987,7.709176809433246,1
5.7,1.632856983293219,9.789047672235595,1.9219046555288124,4.956190688942375,6.83559506523432,1
5.10055917249377,1.4653619308478694,7.465921103341639,0.5011183449875406,9.46703944832918,6.588157793316721,1
5.860570689719602,1.557717241121591,9.519714655140199,2.7014267242990053,4.360570689719602,6.888002585981392,1
5.896294381596318,2.30046320230046,6.101389606901381,5.2,4.501852809201841,6.800555842760552,1
5.466650082830886,3.5,6.566600331323542,3.9332504141544278,4.533499171691144,7.239970149095594,1
5.2,2.081465045127245,8.439816869359095,0.5379855629500376,7.740732522563623,6.227780243230913,1
5.9,2.414958241175169,8.970083517649662,4.238781319118623,2.476176922056546,7.482382307794345,1
5.391985561641277,2.208014438358724,9.759927808206381,3.083971123282552,3.556101068511068,7.022404331507617,1
5.438538397746385,0.16926919887319225,8.926827002817019,3.065365400563404,6.4,6.301361685183315,1
5.265304679810377,0.3693906403792455,6.653046798103772,2.0081719211377367,9.704085960568868,6.641634384227547,1
5.34750024962195,1.0787496255670754,8.1950004992439,5.404999500756101,3.973750124810975,8.027750723903655,1
5.254778205911019,1.416552558622865,9.364334617733057,1.4904435881779614,6.473891029555096,6.853378976550855,1
5.8101580708240075,2.1326185531180055,9.53476289376399,4.444920964587997,2.077539517706002,7.421173877906408,1
5.680975806453078,3.490487903226539,8.519024193546922,1.1190241935469227,5.190487903226538,6.9178659274199035,1
5.68731438369616,1.44225710611394,7.08451421222788,0.3,9.48591429796202,6.23408570203798,1
5.3,3.541251712144399,6.958748287855601,0.5823613013493777,7.617638698650622,7.015263185007303,1
5.750489668178156,0.5993471090957919,9.249510331821844,3.699347109095792,4.701305781808416,7.459804132728737,1
5.174322365148636,2.067570179801819,6.409462724752274,2.4229670954459066,7.925677634851364,6.937023239287362,1
5.02554622967957,3.89148459010681,9.42554622967957,5.0148459010680995,0.64257704946595,7.481507016604803,1
5.372478779823327,1.6637606100883366,7.736239389911663,2.7449575596466533,6.48256366053002,6.676154509204969,1
5.2,0.15805883502780435,9.074176505083413,0.7419411649721956,8.825823494916586,6.882235340111217,1
5.863226428791953,3.105811430335624,9.430962140872422,2.816132143959765,2.783867856040235,6.663226428791953,1
5.7,2.5,6.394762217364667,2.9013094456588333,6.5039283369765,7.088869711899916,1
5.632707474403342,2.4317686860083554,6.067292525596658,0.7682313139916448,9.1,7.350469394197494,1
5.610982016565124,2.7780359668697514,6.6287856132520995,4.16439280662605,4.817803596686975,7.21439280662605,1
5.288321095240836,3.492214063493891,8.019464841265272,4.207785936506109,2.992214063493891,6.891678904759163,1
5.810802363348133,1.0189301822024903,7.870267454449378,2.5148662727753113,6.7851337272246885,6.545807572616784,1
5.8,3.6658496494908093,7.2,2.707312061863512,4.626838288645678,7.138537587627297,1
5.708534966807864,3.1658601327685427,8.057325165960677,3.259744767655051,3.8085349668078643,7.701706993361573,1
5.401250299261622,1.1003125748154055,6.69937485036919,4.701562874077027,6.097499401476758,7.002188023707837,1
5.600439002066248,0.8986829938012544,8.400439002066248,3.949780498966876,5.150658503099373,7.261580407438495,1
5.759538501732004,2.557231010392026,9.242768989607974,2.0618459930719824,4.378615505196013,7.182076742205981,1
5.333538238694214,3.5,6.920122943216529,3.246338818089258,5.0,7.030732236382148,1
5.549992094079835,2.4999841881596714,9.350023717760493,3.3999841881596713,3.200015811840329,6.855008696512181,1
5.737028322071324,3.558018881380883,8.462971677928676,1.4580188813808828,4.783962237238234,7.189740594968899,1
5.649027144720357,2.712140281615215,8.4,4.459221715776286,2.7796108578881427,7.34286380026085,1
5.143597748337405,0.2025698202410036,9.238458107855399,4.017944143807197,5.397430179758996,6.389242433291647,1
5.319068772066367,1.9618624558672666,9.580931227933632,0.6,6.538137544132733,6.254545896416309,1
5.896345033215191,1.9963450332151904,7.025584767493666,0.878070199291143,8.203654966784809,7.472587749113929,1
5.583240167065999,2.6695531384230007,6.047206694511,5.3055866109780006,4.394413389022,6.747206694511,1
5.387031773347476,0.1,8.751872906610092,3.317579433368692,6.4435158866737385,6.7070317733474765,1
5.593429136057164,0.43942518365701144,8.6,5.1,4.267145680285823,7.0462834557713405,1
5.567341714991497,1.3571306683134925,8.187763808347507,3.8653165700170065,5.022447238330499,7.039172877649094,1
5.626644417374014,3.4546711165251973,6.464013349575591,1.2359866504244084,7.218684466100789,6.528026699151184,1
5.547560973067242,1.285365838403452,8.409756107731031,4.719512215462064,4.03780486533621,7.353414637705861,1
5.535542351837063,0.8763050987752913,9.520381373469116,5.523694901224709,2.544076274693823,6.546686472244406,1
5.840076306087533,0.4,8.240076306087532,4.36030522435013,5.159542163474804,7.312213657045092,1
5.564215801215069,3.3119280662616437,9.8,1.4,3.9238561325232872,6.52256544759822,1
5.753427926220786,1.8465720737792137,6.453427926220786,0.3397162213376413,9.606855852441571,7.323286036889606,1
5.436385626099055,0.7272287478018916,8.845421560851419,5.018192813049527,3.9727712521981084,7.6580960582136886,1
5.272357124202704,3.2308928105067585,7.530892810506758,3.227642875797297,4.738214378986482,6.362032130731757,1
5.8053884537866365,0.3892230924267266,8.205388453786636,4.221553815146547,5.378446184853454,7.2,1
5.376014410232148,3.488007205116074,8.186654658139876,4.211992794883926,2.7373309316279753,6.785184869256244,1
